unique_id,COG category,COG_FUNCTION_ACC,COG_FUNCTION,Variable Importance,Marinobacter_sp_X15_166B,Marinobacter_zhejiangensis_CGMCC_1_7061,Marinobacter_mobilis_GCMCC_1_7059,Marinobacter_lipolyticus_SM19,Marinobacter_sp_FDB33,Marinobacter_sp_HL_58,Marinobacter_algicola_DG893,Marinobacter_sp_CPC8,Marinobacter_sp_C18,Marinobacter_sp_HK15,Marinobacter_salarius_SMR5,Marinobacter_sp_LQ44,Marinobacter_excellens_LAMA_842,Marinobacter_hydrocarbonoclasticus_STW2,Marinobacter_sp_ES_1,Marinobacter_vinifirmus_FB1,Marinobacter_sp_P4B1,Marinobacter_sp_tcs_11,Marinobacter_sp_EVN1,Marinobacter_sp_C1S70,Marinobacter_sp_EN3,Marinobacter_hydrocarbonoclasticus_ASM1536,Marinobacter_hydrocarbonoclasticus_ATCC_49840,Marinobacter_sp_BSs20148,Marinobacter_psychrophilus_20041,Marinobacter_aromaticivorans_strain_D15_8P,Marinobacter_salexigens_strain_HJR7,Marinobacter_sp_LV10R510_8,Marinobacter_sp_LV10R510_11A,Marinobacter_sp_ANT_B65,Marinobacter_antarcticus_CGMCC1_10835,Marinobacter_adhaerens_strain_PBVC038,Marinobacter_sp_EhN04,Marinobacter_sp_EhC06,Marinobacter_sp_ES_048,Marinobacter_sp_ES_042,Marinobacter_adhaerens_HP15,Marinobacter_manganoxydans_MnI7_9,Marinobacter_flavimaris,Marinobacter_sp_CP1
PC_00007394,I,COG2230,Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases,0.024071421,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001652,P|C,COG0651,Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter - MnhD subunit,0.024003286,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00009333,,,,0.023943728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00008391,D,COG1426,Cytoskeletal protein RodZ - contains Xre-like HTH and DUF4115 domains,0.023922005,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005495,R,COG4321,Predicted DNA-binding protein - contains Ribbon-helix-helix (RHH) domain,0.023843325,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003511,G,COG1653,ABC-type glycerol-3-phosphate transport system - periplasmic component,0.023731369,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
PC_00004578,P,COG4771,Outer membrane receptor for ferrienterochelin and colicins,0.023703168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002257,X,COG3328,Transposase (or an inactivated derivative),0.023623806,0,0,0,0,0,0,0,0,0,0,0,4,9,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2
PC_00002129,T,COG2202|COG4191,PAS domain|Signal transduction histidine kinase regulating C4-dicarboxylate transport system,0.023566324,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
PC_00004817,T|N,COG0840|COG2202|COG2202,Methyl-accepting chemotaxis protein|PAS domain|PAS domain,0.023476957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PC_00004740,P,COG4607,ABC-type enterochelin transport system - periplasmic component,0.023193318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00007074,L,COG4389,Site-specific recombinase,0.022936206,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00010203,,,,0.022871197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00009081,,,,0.022859911,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00007221,,,,0.022766711,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00008092,K|T,COG1842,Phage shock protein A,0.022644603,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001549,C,COG0247,Fe-S oxidoreductase,0.022639082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00009842,H,COG2227,2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1 -4-benzoquinol methylase,0.022636904,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004762,N,COG2063,Flagellar basal body L-ring protein FlgH,0.022600248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
PC_00001065,R,COG0535,Radical SAM superfamily enzyme - MoaA/NifB/PqqE/SkfB family,0.022531736,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00002045,C|E,COG0709|COG1252,Selenophosphate synthase|NADH dehydrogenase - FAD-containing subunit,0.022485764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004699,R,COG0457,Tetratricopeptide (TPR) repeat,0.022428596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0
PC_00008173,E,COG1506,Dipeptidyl aminopeptidase/acylaminoacyl peptidase,0.022419178,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00008287,I,COG0584|COG4781,Glycerophosphoryl diester phosphodiesterase|Membrane-anchored glycerophosphoryl diester phosphodiesterase (GDPDase) - membrane domain,0.022315528,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001629,,,,0.022118019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00001638,P,COG0025|COG1226,NhaP-type Na+/H+ or K+/H+ antiporter|Voltage-gated potassium channel Kch,0.022069239,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00001532,P,COG1226|COG4651,Voltage-gated potassium channel Kch|Predicted Kef-type K+ transport protein - K+/H+ antiporter domain,0.022033868,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004816,O,COG3187,Heat shock protein HslJ,0.021999903,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001744,N,COG1815,Flagellar basal body rod protein FlgB,0.021814528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00009252,Q,COG2931,Ca2+-binding protein - RTX toxin-related,0.021793446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001690,,,,0.021704984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00001696,N,COG1868,Flagellar motor switch protein FliM,0.021694143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00009528,R,COG3211,Secreted phosphatase - PhoX family,0.021680957,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003311,K,COG1609,DNA-binding transcriptional regulator - LacI/PurR family,0.0216261,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
PC_00008567,T|K,COG2203|COG2208,GAF domain|Serine phosphatase RsbU - regulator of sigma subunit,0.021619995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004701,S,COG5339,Uncharacterized conserved protein YdgA - DUF945 family,0.021558646,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001967,P,COG4148,ABC-type molybdate transport system - ATPase component,0.021376734,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00008944,,,,0.02136256,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004883,P,COG4771,Outer membrane receptor for ferrienterochelin and colicins,0.021361549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0
PC_00004199,C,COG1182,FMN-dependent NADH-azoreductase,0.021316255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,2,1
PC_00001502,U|N,COG1766,Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ,0.021311171,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00001772,R,COG1334,Uncharacterized conserved protein - FlaG/YvyC family,0.021284736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004388,O,COG0501,Zn-dependent protease with chaperone function,0.021233999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
PC_00002203,M,COG1463,ABC-type transporter Mla maintaining outer membrane lipid asymmetry - periplasmic component MlaD,0.021144232,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00008610,H,COG2068,CTP:molybdopterin cytidylyltransferase MocA,0.021143157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003974,S,COG2308,Uncharacterized conserved protein - circularly permuted ATPgrasp superfamily,0.02109759,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00008214,,,,0.021033319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002676,T|N,COG0840,Methyl-accepting chemotaxis protein,0.020904132,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000015,N,COG1344|COG1344,Flagellin and related hook-associated protein FlgL|Flagellin and related hook-associated protein FlgL,0.020893591,2,2,2,2,2,2,2,2,2,2,2,4,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2
PC_00004978,N,COG2063,Flagellar basal body L-ring protein FlgH,0.020870033,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00010328,P,COG0803,ABC-type Zn uptake system ZnuABC - Zn-binding component ZnuA,0.020831671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001725,E,COG0334,Glutamate dehydrogenase/leucine dehydrogenase,0.020811951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003953,R,COG0457|COG0457|COG0457,Tetratricopeptide (TPR) repeat|Tetratricopeptide (TPR) repeat|Tetratricopeptide (TPR) repeat,0.020793676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,1,0
PC_00009441,T,COG0790,TPR repeat,0.020767998,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004600,,,,0.020740259,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001753,S|N,COG1843|COG3656,Flagellar hook assembly protein FlgD|Predicted periplasmic protein,0.020734837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00001687,N,COG1536,Flagellar motor switch protein FliG,0.020732204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004863,T|E,COG0834,ABC-type amino acid transport/signal transduction system - periplasmic component/domain,0.020656124,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005286,C|P,COG1009,NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter - MnhA subunit,0.020653968,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004501,,,,0.020571284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004216,T|E,COG0834,ABC-type amino acid transport/signal transduction system - periplasmic component/domain,0.020433679,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC_00010086,,,,0.020427844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005444,,,,0.02037581,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004897,S,COG3002,Uncharacterized conserved protein YbcC - UPF0753/DUF2309 family,0.020366879,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003310,G,COG1105,Fructose-1-phosphate kinase or kinase (PfkB),0.02032464,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
PC_00004802,,,,0.020287556,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003542,G,COG0395,ABC-type glycerol-3-phosphate transport system - permease component,0.02025791,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
PC_00003256,S,COG3461,Uncharacterized protein,0.020166415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
PC_00004681,C|X,COG2010|COG4733,Cytochrome c - mono- and diheme variants|Phage-related protein - tail component,0.020113624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
PC_00004627,O,COG1999,Cytochrome oxidase Cu insertion factor - SCO1/SenC/PrrC family,0.020037356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
PC_00009560,T,COG4251,Bacteriophytochrome (light-regulated signal transduction histidine kinase),0.020034287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004092,R,COG1752,Predicted acylesterase/phospholipase RssA - containd patatin domain,0.020027351,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001567,P,COG1320,Multisubunit Na+/H+ antiporter - MnhG subunit,0.020008807,1,1,1,1,1,2,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003021,Q,COG0656,Aldo/keto reductase - related to diketogulonate reductase,0.01992341,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
PC_00001650,Q,COG4664,TRAP-type mannitol/chloroaromatic compound transport system - large permease component,0.019922643,1,1,2,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
PC_00004305,P,COG4097,Predicted ferric reductase,0.019897042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
PC_00008865,,,,0.019833762,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005464,T,COG3852|COG5001,Signal transduction histidine kinase - nitrogen specific|Predicted signal transduction protein containing a membrane domain - an EAL and a GGDEF domain,0.019795487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC_00005463,P,COG1006,Multisubunit Na+/H+ antiporter - MnhC subunit,0.01977714,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00009918,,,,0.01974858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003301,S,COG1285,Uncharacterized membrane protein YhiD - involved in acid resistance,0.019732143,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,2,1,1,0,0,0
PC_00008352,L,COG0350|COG2169,O6-methylguanine-DNA--protein-cysteine methyltransferase|Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada) - contains Zn-binding and two AraC-type DNA-binding domains,0.019704564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00008948,,,,0.019631227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003491,P,COG0428,Zinc transporter ZupT,0.019553045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
PC_00009260,T|K,COG3706|COG5002,Two-component response regulator - PleD family - consists of two REC domains and a diguanylate cyclase (GGDEF) domain|Signal transduction histidine kinase,0.019519853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00009784,M,COG3409,Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases,0.019511011,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001741,N,COG1987,Flagellar biosynthesis protein FliQ,0.019498344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00009359,Q,COG2015,Alkyl sulfatase BDS1 and related hydrolases - metallo-beta-lactamase superfamily,0.019426876,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00008536,T|K,COG3322|COG3706,Extracellular (periplasmic) sensor domain CHASE (specificity unknown)|Two-component response regulator - PleD family - consists of two REC domains and a diguanylate cyclase (GGDEF) domain,0.019409308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00008065,J|H,COG0189,Glutathione synthase/RimK-type ligase - ATP-grasp superfamily,0.019384557,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00007862,,,,0.019318368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001619,N,COG1298,Flagellar biosynthesis pathway - component FlhA,0.019276823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004405,C,COG1282,NAD/NADP transhydrogenase beta subunit,0.019266062,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC_00001695,,,,0.019245369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00001693,T|N,COG0784|COG0835,CheY chemotaxis protein or a CheY-like REC (receiver) domain|Chemotaxis signal transduction protein,0.019212924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00007831,U,COG2229,Signal recognition particle receptor subunit beta - a GTPase,0.019167587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00008132,O,COG2168,Sulfur transfer complex TusBCD TusB component - DsrH family,0.019121034,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003307,M,COG1807,4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family,0.01907804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
PC_00001716,T,COG2204,DNA-binding transcriptional response regulator - NtrC family - contains REC - AAA-type ATPase - and a Fis-type DNA-binding domains,0.019026997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003544,G,COG1175,ABC-type sugar transport system - permease component,0.019001385,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
PC_00006634,P,COG4148,ABC-type molybdate transport system - ATPase component,0.018967187,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00009169,,,,0.01896112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00010358,,,,0.018908174,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004575,,,,0.018800639,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001611,N,COG4786,Flagellar basal body rod protein FlgG,0.018799609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00006565,K,COG2207,AraC-type DNA-binding domain and AraC-containing proteins,0.018790061,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
PC_00007948,,,,0.018768423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
